,lower-words,in%texts
1270,ivre,83.33333333333334
1271,jadis,83.33333333333334
1272,jeter,83.33333333333334
1273,jeunes,83.33333333333334
1274,joindre,83.33333333333334
1275,journal,83.33333333333334
1276,journées,83.33333333333334
1277,joué,83.33333333333334
1278,juge,83.33333333333334
1279,juger,83.33333333333334
1280,jure,83.33333333333334
1281,justement,83.33333333333334
1282,kilomètres,83.33333333333334
1283,laissa,83.33333333333334
1284,laissaient,83.33333333333334
1285,laissait,83.33333333333334
1286,laisse,83.33333333333334
1287,lampe,83.33333333333334
1288,lancé,83.33333333333334
1289,langue,83.33333333333334
1290,lança,83.33333333333334
1291,lançait,83.33333333333334
1292,larges,83.33333333333334
1293,lecture,83.33333333333334
1294,leva,83.33333333333334
1295,lieux,83.33333333333334
1296,ligne,83.33333333333334
1297,linge,83.33333333333334
1298,lisait,83.33333333333334
1299,lits,83.33333333333334
1300,littéralement,83.33333333333334
1301,loi,83.33333333333334
1302,longs,83.33333333333334
1303,longues,83.33333333333334
1304,lourde,83.33333333333334
1305,lourdes,83.33333333333334
1306,lumières,83.33333333333334
1307,lâcher,83.33333333333334
1308,légère,83.33333333333334
1309,madame,83.33333333333334
1310,malheureux,83.33333333333334
1311,mange,83.33333333333334
1312,mangeait,83.33333333333334
1313,manière,83.33333333333334
1314,manquait,83.33333333333334
1315,marcha,83.33333333333334
1316,marchait,83.33333333333334
1317,marché,83.33333333333334
1318,marié,83.33333333333334
1319,marque,83.33333333333334
1320,mauvaise,83.33333333333334
1321,maîtresse,83.33333333333334
1322,meilleurs,83.33333333333334
1323,mesure,83.33333333333334
1324,mets,83.33333333333334
1325,meubles,83.33333333333334
1326,minute,83.33333333333334
1327,mit,83.33333333333334
1328,modèle,83.33333333333334
1329,monnaie,83.33333333333334
1330,monsieur,83.33333333333334
1331,monta,83.33333333333334
1332,montait,83.33333333333334
1333,monter,83.33333333333334
1334,montra,83.33333333333334
1335,montrait,83.33333333333334
1336,montrer,83.33333333333334
1337,monté,83.33333333333334
1338,morceau,83.33333333333334
1339,morte,83.33333333333334
1340,moteur,83.33333333333334
1341,moteurs,83.33333333333334
1342,mouchoir,83.33333333333334
1343,mourir,83.33333333333334
1344,moustaches,83.33333333333334
1345,mouvement,83.33333333333334
1346,mouvements,83.33333333333334
1347,moyen,83.33333333333334
1348,murmura,83.33333333333334
1349,musique,83.33333333333334
1350,médecin,83.33333333333334
1351,mémoire,83.33333333333334
1352,mépris,83.33333333333334
1353,nappe,83.33333333333334
1354,nature,83.33333333333334
1355,naturelle,83.33333333333334
1356,nerveuse,83.33333333333334
1357,nerveux,83.33333333333334
1358,noirs,83.33333333333334
1359,nombre,83.33333333333334
1360,note,83.33333333333334
1361,notes,83.33333333333334
1362,notre,83.33333333333334
1363,numéro,83.33333333333334
1364,numéros,83.33333333333334
1365,nécessaire,83.33333333333334
1366,objet,83.33333333333334
1367,objets,83.33333333333334
1368,obligé,83.33333333333334
1369,observe,83.33333333333334
1370,occuper,83.33333333333334
1371,occupée,83.33333333333334
1372,odeur,83.33333333333334
1373,officiels,83.33333333333334
1374,oreilles,83.33333333333334
1375,osé,83.33333333333334
1376,oublié,83.33333333333334
1377,outre,83.33333333333334
1378,ouverte,83.33333333333334
1379,ouvertes,83.33333333333334
1380,ouverture,83.33333333333334
1381,ouvrait,83.33333333333334
1382,ouvre,83.33333333333334
1383,ouvrit,83.33333333333334
1384,p,83.33333333333334
1385,paisiblement,83.33333333333334
1386,paix,83.33333333333334
1387,panique,83.33333333333334
1388,pantalon,83.33333333333334
1389,papiers,83.33333333333334
1390,paraissait,83.33333333333334
1391,paraître,83.33333333333334
1392,parfait,83.33333333333334
1393,parfaite,83.33333333333334
1394,parfaitement,83.33333333333334
1395,paris,83.33333333333334
1396,parlant,83.33333333333334
1397,parut,83.33333333333334
1398,parvenait,83.33333333333334
1399,passa,83.33333333333334
1400,passaient,83.33333333333334
1401,passait,83.33333333333334
1402,patron,83.33333333333334
1403,pauvre,83.33333333333334
1404,peint,83.33333333333334
1405,pelouse,83.33333333333334
1406,pencha,83.33333333333334
1407,penché,83.33333333333334
1408,pendait,83.33333333333334
1409,penser,83.33333333333334
1410,pensez,83.33333333333334
1411,pente,83.33333333333334
1412,permet,83.33333333333334
1413,personnage,83.33333333333334
1414,perspective,83.33333333333334
1415,peuvent,83.33333333333334
1416,pierre,83.33333333333334
1417,pipe,83.33333333333334
1418,pièce,83.33333333333334
1419,plafond,83.33333333333334
1420,plancher,83.33333333333334
1421,plaque,83.33333333333334
1422,pleuvait,83.33333333333334
1423,poing,83.33333333333334
1424,pointe,83.33333333333334
1425,pommes,83.33333333333334
1426,portière,83.33333333333334
1427,posa,83.33333333333334
1428,pose,83.33333333333334
1429,poser,83.33333333333334
1430,position,83.33333333333334
1431,possède,83.33333333333334
1432,poste,83.33333333333334
1433,posé,83.33333333333334
1434,pourra,83.33333333333334
1435,pourrais,83.33333333333334
1436,poussa,83.33333333333334
1437,pousser,83.33333333333334
1438,poussière,83.33333333333334
1439,pouvais,83.33333333333334
1440,pouvait,83.33333333333334
1441,premières,83.33333333333334
1442,prenaient,83.33333333333334
1443,prenait,83.33333333333334
1444,prenant,83.33333333333334
1445,prends,83.33333333333334
1446,prie,83.33333333333334
1447,printemps,83.33333333333334
1448,prise,83.33333333333334
1449,prit,83.33333333333334
1450,prix,83.33333333333334
1451,probable,83.33333333333334
1452,produit,83.33333333333334
1453,profiter,83.33333333333334
1454,promis,83.33333333333334
1455,prononça,83.33333333333334
1456,propos,83.33333333333334
1457,propriétaire,83.33333333333334
1458,protéger,83.33333333333334
1459,prouver,83.33333333333334
1460,préciser,83.33333333333334
1461,préféra,83.33333333333334
1462,préoccupé,83.33333333333334
1463,préparé,83.33333333333334
1464,présent,83.33333333333334
1465,présente,83.33333333333334
1466,présenter,83.33333333333334
1467,présenté,83.33333333333334
1468,prétexte,83.33333333333334
1469,prévenir,83.33333333333334
1470,prévenu,83.33333333333334
1471,prévu,83.33333333333334
1472,pâle,83.33333333333334
1473,pénétra,83.33333333333334
1474,pénétrait,83.33333333333334
1475,pénétrer,83.33333333333334
1476,quart,83.33333333333334
1477,quatorze,83.33333333333334
1478,quatrième,83.33333333333334
1479,quelconque,83.33333333333334
1480,quelquefois,83.33333333333334
1481,quels,83.33333333333334
1482,quitte,83.33333333333334
1483,raconte,83.33333333333334
1484,raisons,83.33333333333334
1485,rang,83.33333333333334
1486,rappelait,83.33333333333334
1487,raté,83.33333333333334
1488,rayon,83.33333333333334
1489,reconnut,83.33333333333334
1490,refuse,83.33333333333334
1491,refuser,83.33333333333334
1492,regarda,83.33333333333334
1493,regardait,83.33333333333334
1494,regards,83.33333333333334
1495,remarquer,83.33333333333334
1496,remettre,83.33333333333334
1497,remis,83.33333333333334
1498,remonter,83.33333333333334
1499,remplit,83.33333333333334
1500,rencontrer,83.33333333333334
1501,rencontré,83.33333333333334
1502,rend,83.33333333333334
1503,rendaient,83.33333333333334
1504,rendez,83.33333333333334
1505,rendu,83.33333333333334
1506,renseignements,83.33333333333334
1507,rentra,83.33333333333334
1508,rentré,83.33333333333334
1509,repartir,83.33333333333334
1510,reprenait,83.33333333333334
1511,reprendre,83.33333333333334
1512,repris,83.33333333333334
1513,reprises,83.33333333333334
1514,respect,83.33333333333334
1515,respirer,83.33333333333334
1516,resta,83.33333333333334
1517,restaient,83.33333333333334
1518,restait,83.33333333333334
1519,restaurant,83.33333333333334
1520,restée,83.33333333333334
1521,retirait,83.33333333333334
1522,retirer,83.33333333333334
1523,retourna,83.33333333333334
1524,retourner,83.33333333333334
1525,retraite,83.33333333333334
1526,retrouvait,83.33333333333334
1527,retrouvé,83.33333333333334
1528,revient,83.33333333333334
1529,revint,83.33333333333334
1530,revoir,83.33333333333334
1531,riche,83.33333333333334
1532,robinet,83.33333333333334
1533,rond,83.33333333333334
1534,rose,83.33333333333334
1535,roula,83.33333333333334
1536,roulé,83.33333333333334
1537,ruban,83.33333333333334
1538,rumeurs,83.33333333333334
1539,réalité,83.33333333333334
1540,réclame,83.33333333333334
1541,région,83.33333333333334
1542,régnait,83.33333333333334
1543,réguliers,83.33333333333334
1544,réparer,83.33333333333334
1545,répondit,83.33333333333334
1546,répondu,83.33333333333334
1547,réponse,83.33333333333334
1548,réputation,83.33333333333334
1549,répéta,83.33333333333334
1550,résistance,83.33333333333334
1551,réveille,83.33333333333334
1552,réveillé,83.33333333333334
1553,rêve,83.33333333333334
1554,rôle,83.33333333333334
1555,saisi,83.33333333333334
1556,saisir,83.33333333333334
1557,sale,83.33333333333334
1558,salon,83.33333333333334
1559,salua,83.33333333333334
1560,savais,83.33333333333334
1561,savait,83.33333333333334
1562,secondes,83.33333333333334
1563,seine,83.33333333333334
1564,seize,83.33333333333334
1565,selon,83.33333333333334
1566,semblaient,83.33333333333334
1567,semblait,83.33333333333334
1568,sensible,83.33333333333334
1569,sentait,83.33333333333334
1570,senti,83.33333333333334
1571,serrait,83.33333333333334
1572,serrer,83.33333333333334
1573,serré,83.33333333333334
1574,serrée,83.33333333333334
1575,servait,83.33333333333334
1576,serviette,83.33333333333334
1577,seuil,83.33333333333334
1578,sienne,83.33333333333334
1579,signes,83.33333333333334
1580,silhouette,83.33333333333334
1581,silhouettes,83.33333333333334
1582,simplement,83.33333333333334
1583,situation,83.33333333333334
1584,soie,83.33333333333334
1585,soif,83.33333333333334
1586,soin,83.33333333333334
1587,sol,83.33333333333334
1588,sombre,83.33333333333334
1589,sonna,83.33333333333334
1590,sortait,83.33333333333334
1591,sortant,83.33333333333334
1592,sortent,83.33333333333334
1593,sorti,83.33333333333334
1594,sortie,83.33333333333334
1595,sortit,83.33333333333334
1596,souffle,83.33333333333334
1597,souriait,83.33333333333334
1598,souviens,83.33333333333334
1599,spectacle,83.33333333333334
1600,sport,83.33333333333334
1601,style,83.33333333333334
1602,suit,83.33333333333334
1603,suivait,83.33333333333334
1604,suivant,83.33333333333334
1605,suivante,83.33333333333334
1606,suivit,83.33333333333334
1607,suppose,83.33333333333334
1608,surcroît,83.33333333333334
1609,surpris,83.33333333333334
1610,surprise,83.33333333333334
1611,surveiller,83.33333333333334
1612,sérieux,83.33333333333334
1613,sûre,83.33333333333334
1614,sûrement,83.33333333333334
1615,ta,83.33333333333334
1616,table,83.33333333333334
1617,tableau,83.33333333333334
1618,tache,83.33333333333334
1619,taille,83.33333333333334
1620,talons,83.33333333333334
1621,tandis,83.33333333333334
1622,tantôt,83.33333333333334
1623,taxi,83.33333333333334
1624,tel,83.33333333333334
1625,tendit,83.33333333333334
1626,tendre,83.33333333333334
1627,tenu,83.33333333333334
1628,théâtre,83.33333333333334
1629,tiens,83.33333333333334
1630,timbre,83.33333333333334
1631,tira,83.33333333333334
1632,tirait,83.33333333333334
1633,tire,83.33333333333334
1634,tiré,83.33333333333334
1635,tirée,83.33333333333334
1636,toilette,83.33333333333334
1637,tombe,83.33333333333334
1638,tombée,83.33333333333334
1639,toucha,83.33333333333334
1640,tourna,83.33333333333334
1641,tournait,83.33333333333334
1642,tourner,83.33333333333334
1643,tourné,83.33333333333334
1644,tranquille,83.33333333333334
1645,travaille,83.33333333333334
1646,travailler,83.33333333333334
1647,travaux,83.33333333333334
1648,trouva,83.33333333333334
1649,trouvaient,83.33333333333334
1650,tuer,83.33333333333334
1651,types,83.33333333333334
1652,téléphone,83.33333333333334
1653,téléphoner,83.33333333333334
1654,téléphonique,83.33333333333334
1655,téléphoné,83.33333333333334
1656,témoin,83.33333333333334
1657,usine,83.33333333333334
1658,vagues,83.33333333333334
1659,valise,83.33333333333334
1660,vedette,83.33333333333334
1661,venaient,83.33333333333334
1662,venant,83.33333333333334
1663,venue,83.33333333333334
1664,venues,83.33333333333334
1665,verra,83.33333333333334
1666,vert,83.33333333333334
1667,vieil,83.33333333333334
1668,vieilles,83.33333333333334
1669,viennent,83.33333333333334
1670,villa,83.33333333333334
1671,vint,83.33333333333334
1672,visiteur,83.33333333333334
1673,vit,83.33333333333334
1674,vitre,83.33333333333334
1675,vitres,83.33333333333334
1676,vivant,83.33333333333334
1677,voie,83.33333333333334
1678,voisine,83.33333333333334
1679,vol,83.33333333333334
1680,volant,83.33333333333334
1681,volontiers,83.33333333333334
1682,volonté,83.33333333333334
1683,vos,83.33333333333334
1684,votre,83.33333333333334
1685,voulais,83.33333333333334
1686,voulu,83.33333333333334
1687,voyait,83.33333333333334
1688,vraie,83.33333333333334
1689,vus,83.33333333333334
1690,véritable,83.33333333333334
1691,vêtu,83.33333333333334
1692,vêtue,83.33333333333334
1693,zinc,83.33333333333334
1694,âme,83.33333333333334
1695,échapper,83.33333333333334
1696,éclat,83.33333333333334
1697,écoute,83.33333333333334
1698,écouter,83.33333333333334
1699,écrit,83.33333333333334
1700,éloignait,83.33333333333334
1701,énergie,83.33333333333334
1702,énorme,83.33333333333334
1703,épais,83.33333333333334
1704,épaule,83.33333333333334
1705,époque,83.33333333333334
1706,épreuve,83.33333333333334
1707,éprouvé,83.33333333333334
1708,étage,83.33333333333334
1709,étais,83.33333333333334
1710,étonne,83.33333333333334
1711,étrangers,83.33333333333334
1712,évidemment,83.33333333333334
1713,événement,83.33333333333334
1714,événements,83.33333333333334
1715,êtes,83.33333333333334
1716,absent,66.66666666666666
1717,absolument,66.66666666666666
1718,accepte,66.66666666666666
1719,accepter,66.66666666666666
1720,accompagne,66.66666666666666
1721,accompagner,66.66666666666666
1722,accoudé,66.66666666666666
1723,accrocher,66.66666666666666
1724,acheva,66.66666666666666
1725,achevait,66.66666666666666
1726,achever,66.66666666666666
1727,acier,66.66666666666666
1728,acquis,66.66666666666666
1729,activité,66.66666666666666
1730,admiration,66.66666666666666
1731,admirer,66.66666666666666
1732,affirme,66.66666666666666
1733,agissait,66.66666666666666
1734,agressive,66.66666666666666
1735,aigu,66.66666666666666
1736,aiguë,66.66666666666666
1737,aimable,66.66666666666666
1738,ajouta,66.66666666666666
1739,alentour,66.66666666666666
1740,alluma,66.66666666666666
1741,allumé,66.66666666666666
1742,allées,66.66666666666666
1743,ambiance,66.66666666666666
1744,amener,66.66666666666666
1745,amené,66.66666666666666
1746,amertume,66.66666666666666
1747,amour,66.66666666666666
1748,amuse,66.66666666666666
1749,amuser,66.66666666666666
1750,ancienne,66.66666666666666
1751,anciennes,66.66666666666666
1752,angles,66.66666666666666
1753,animal,66.66666666666666
1754,annoncé,66.66666666666666
1755,annonçant,66.66666666666666
1756,anonyme,66.66666666666666
1757,anormal,66.66666666666666
1758,août,66.66666666666666
1759,apercevait,66.66666666666666
1760,aperçoit,66.66666666666666
1761,aplomb,66.66666666666666
1762,apparence,66.66666666666666
1763,appartient,66.66666666666666
1764,appel,66.66666666666666
1765,appela,66.66666666666666
1766,appelez,66.66666666666666
1767,approchait,66.66666666666666
1768,approche,66.66666666666666
1769,appui,66.66666666666666
1770,apéritif,66.66666666666666
1771,armes,66.66666666666666
1772,armoire,66.66666666666666
1773,armée,66.66666666666666
1774,arrangeait,66.66666666666666
1775,arranger,66.66666666666666
1776,arrangé,66.66666666666666
1777,arrêtaient,66.66666666666666
1778,arrête,66.66666666666666
1779,arrêtent,66.66666666666666
1780,arrêtés,66.66666666666666
1781,assassin,66.66666666666666
1782,assieds,66.66666666666666
1783,assiette,66.66666666666666
1784,assiettes,66.66666666666666
1785,assise,66.66666666666666
1786,assister,66.66666666666666
1787,assit,66.66666666666666
1788,assurance,66.66666666666666
1789,attaquer,66.66666666666666
1790,atteignait,66.66666666666666
1791,attendaient,66.66666666666666
1792,attendais,66.66666666666666
1793,attendent,66.66666666666666
1794,attendu,66.66666666666666
1795,attirer,66.66666666666666
1796,attitude,66.66666666666666
1797,auprès,66.66666666666666
1798,auquel,66.66666666666666
1799,aurai,66.66666666666666
1800,auras,66.66666666666666
1801,aurons,66.66666666666666
1802,autorité,66.66666666666666
1803,autos,66.66666666666666
1804,averti,66.66666666666666
1805,aéroport,66.66666666666666
1806,bains,66.66666666666666
1807,bancs,66.66666666666666
1808,banquette,66.66666666666666
1809,bar,66.66666666666666
1810,baraque,66.66666666666666
1811,barbe,66.66666666666666
1812,barre,66.66666666666666
1813,basculer,66.66666666666666
1814,battant,66.66666666666666
1815,battre,66.66666666666666
1816,biens,66.66666666666666
1817,bijoux,66.66666666666666
1818,billet,66.66666666666666
1819,blancs,66.66666666666666
1820,bleus,66.66666666666666
1821,blonde,66.66666666666666
1822,blonds,66.66666666666666
1823,blême,66.66666666666666
1824,bombe,66.66666666666666
1825,bonhomme,66.66666666666666
1826,bordée,66.66666666666666
1827,bougea,66.66666666666666
1828,boulevard,66.66666666666666
1829,bourgeois,66.66666666666666
1830,bourra,66.66666666666666
1831,bourrade,66.66666666666666
1832,boutique,66.66666666666666
1833,brisée,66.66666666666666
1834,brûlant,66.66666666666666
1835,bu,66.66666666666666
1836,bureaux,66.66666666666666
1837,buée,66.66666666666666
1838,bâtiment,66.66666666666666
1839,bébé,66.66666666666666
1840,bêtes,66.66666666666666
1841,bœuf,66.66666666666666
1842,cabine,66.66666666666666
1843,cage,66.66666666666666
1844,caisse,66.66666666666666
1845,caissière,66.66666666666666
1846,camarade,66.66666666666666
1847,camarades,66.66666666666666
1848,caoutchouc,66.66666666666666
1849,caractère,66.66666666666666
1850,carnet,66.66666666666666
1851,carreaux,66.66666666666666
1852,carrefour,66.66666666666666
1853,carte,66.66666666666666
1854,cartes,66.66666666666666
1855,cassé,66.66666666666666
1856,cave,66.66666666666666
1857,ceci,66.66666666666666
1858,centrale,66.66666666666666
1859,certitude,66.66666666666666
1860,cesser,66.66666666666666
1861,chacune,66.66666666666666
1862,chair,66.66666666666666
1863,chaises,66.66666666666666
1864,champ,66.66666666666666
1865,champagne,66.66666666666666
1866,chances,66.66666666666666
1867,changement,66.66666666666666
1868,chant,66.66666666666666
1869,chante,66.66666666666666
1870,charge,66.66666666666666
1871,chasse,66.66666666666666
1872,chasser,66.66666666666666
1873,chaîne,66.66666666666666
1874,cher,66.66666666666666
